Artist Name,Song Name,Days,Top 10,Peak Position,Peak Position2,Peak Streams,Total Streams
Fabolous ,Ooh Yea,1,0,172,0,232011,232011
Gorillaz ,Carnival,1,0,153,0,231913,231913
G,Eazy  Running Wild (Tumblr Girls 2),1,0,189,0,231867,231867
Four Tops ,"I Can't Help Myself (Sugar Pie, Honey Bunch)",1,0,174,0,231781,231781
Wiz Khalifa ,King,1,0,199,0,231735,231735
MAX ,The Other Side,1,0,192,0,231646,231646
Hailee Steinfeld ,End this (L.O.V.E.),1,0,189,0,231627,231627
Missing Seoul ,Love Is So Sweet,1,0,145,0,231538,231538
Meek Mill ,Expensive Pain,1,0,189,0,230914,230914
Earl Sweatshirt ,74,1,0,188,0,230786,230786
OneRepublic ,West Coast,1,0,199,0,230701,230701
A$AP Mob ,Bahamas,1,0,162,0,230697,230697
Us The Duo ,Shake It Off,4,0,157,0,61906,230570
Benny The Butcher ,Timeless,1,0,182,0,230485,230485
Gucci Mane ,Posse on Bouldercrest,1,0,179,0,230480,230480
Bee Gees ,Stayin Alive,1,0,171,0,230242,230242
Isaiah Rashad ,93 Freestyle,1,0,183,0,230222,230222
Isaiah Rashad ,THIB,1,0,184,0,230173,230173
The J. Geils Band ,Centerfold,1,0,167,0,230125,230125
Takeoff ,Bruce Wayne  Outro,1,0,199,0,230086,230086
Tyga ,Money Mouf,1,0,178,0,230085,230085
Fifth Harmony ,This is How We Roll,3,0,95,0,92977,230052
TOMORROW X TOGETHER ,CROWN,1,0,193,0,229989,229989
Pooh Shiesty ,Neighbors,1,0,192,0,229983,229983
ILLENIUM ,Hold On,1,0,191,0,229939,229939
Rae Sremmurd ,Set The Roof,1,0,91,0,229745,229745
Lil Baby ,Bruised Up,1,0,192,0,229676,229676
Slipknot ,Birth Of The Cruel,1,0,199,0,229646,229646
Russ ,Voicemail,1,0,200,0,229642,229642
Lost Kings ,Don't Kill My High,1,0,168,0,229640,229640
Daft Punk ,Get Lucky,1,0,158,0,229556,229556
Justin Timberlake ,Cry Me a River,3,0,140,0,107036,229504
Queen Naija ,Karma,1,0,188,0,229463,229463
YoungBoy Never Broke Again ,Fuck Ya!,1,0,183,0,229387,229387
The Beatles ,"Hello, Goodbye  Remastered 2009",2,0,152,0,139480,229337
Fifth Harmony ,"Can You See  Spotify Singles  Holiday, Recorded at Spotify Studios NYC",1,0,170,0,229276,229276
blackbear ,santa monica & la brea,1,0,161,0,229182,229182
Aretha Franklin ,You Send Me,1,0,169,0,229155,229155
GoldLink ,Days Like This,1,0,192,0,229059,229059
Farruko ,El Incomprendido,1,0,192,0,229050,229050
Muse ,Thought Contagion,1,0,162,0,228934,228934
Katy Perry ,Smile,1,0,198,0,228838,228838
Elton John ,Always Love You,1,0,178,0,228829,228829
NLE Choppa ,Bryson,1,0,185,0,228820,228820
Liam Payne ,Stack It Up,1,0,198,0,228799,228799
Red Hot Chili Peppers ,Californication,2,0,114,0,125124,228795
Tankhead ,Pick Your Poison,1,0,192,0,228748,228748
King Von ,I Am What I Am,1,0,189,0,228727,228727
Carrie Underwood ,Cry Pretty,1,0,169,0,228649,228649
Quinn XCII ,Distracted Youth,1,0,199,0,228498,228498
Sia ,Salted Wound,3,0,128,0,77130,228354
Chris Brown ,Wobble Up,1,0,187,0,228313,228313
Gucci Mane ,Back On,1,0,147,0,228284,228284
Ozuna ,Quiero Mas,1,0,166,0,228259,228259
Halsey ,The Lighthouse,1,0,179,0,228254,228254
Plies ,Ran Off On Da Plug Twice,2,0,176,0,119745,228173
Miley Cyrus ,Hate Me,1,0,190,0,227981,227981
Camila Cabello ,Real Friends,1,0,199,0,227945,227945
Billy Joel ,Piano Man,1,0,172,0,227902,227902
Machine Gun Kelly ,Glass House,1,0,173,0,227839,227839
The Beatles ,In My Life  Remastered 2009,2,0,151,0,139756,227793
Vice ,Make Up,1,0,199,0,227741,227741
Vince Staples ,SUNDOWN TOWN,1,0,172,0,227708,227708
Taylor Swift ,Delicate  Recorded at The Tracking Room Nashville,1,0,170,0,227697,227697
Anderson .Paak ,Reachin' 2 Much,1,0,194,0,227536,227536
Lauren Jauregui ,More Than That,1,0,197,0,227493,227493
Khalid ,This Way,1,0,184,0,227399,227399
R3HAB ,You Could Be,1,0,148,0,227222,227222
HAIM ,Kept Me Crying,1,0,118,0,226982,226982
Future ,Group Home,1,0,158,0,226940,226940
G Herbo ,I Don’t Wanna Die,1,0,191,0,226924,226924
Katy Perry ,What Makes A Woman,1,0,188,0,226789,226789
Chris Stapleton ,Parachute,2,0,114,0,124785,226773
Imagine Dragons ,It Comes Back To You,3,0,125,0,93402,226702
YoungBoy Never Broke Again ,Ten Talk,1,0,168,0,226697,226697
YoungBoy Never Broke Again ,Treat You Better,1,0,169,0,226667,226667
DJ Khaled ,JUST BE,1,0,191,0,226649,226649
Steve Aoki ,I Love It When You Cry (Moxoki),2,0,72,0,137747,226520
Bazzi ,Gone,1,0,166,0,226365,226365
Lana Del Rey ,Breaking Up Slowly,1,0,192,0,226286,226286
Hozier ,Movement,1,0,200,0,226276,226276
Years & Years ,Karma,1,0,184,0,226148,226148
Leon Bridges ,Steam,1,0,191,0,226141,226141
Tom Petty and the Heartbreakers ,You Got Lucky,1,0,154,0,226008,226008
NAV ,Proud Of Me?,1,0,194,0,225999,225999
John Legend ,Conversations in the Dark,1,0,200,0,225940,225940
Nic D ,Fine Apple,1,0,169,0,225871,225871
alt,J  In Cold Blood,1,0,143,0,225805,225805
6LACK ,Elephant In The Room,1,0,185,0,225673,225673
Rich The Kid ,Drippin',1,0,172,0,225614,225614
Gorillaz ,She's My Collar,1,0,159,0,225590,225590
J Balvin ,Arcoíris,1,0,200,0,225580,225580
Florence + The Machine ,Big God,1,0,192,0,225461,225461
Bass Santana ,Curse,1,0,199,0,225426,225426
Anderson .Paak ,King James,1,0,197,0,225366,225366
Lil Yachty ,Demon Time (Lil Yachty feat. Draft Day),1,0,191,0,225351,225351
Peter J. Wilhousky ,Carol of the Bells  Voice,2,0,136,0,140394,225330
Brett Young ,Lady,1,0,200,0,225301,225301
Ozuna ,Tiempo,1,0,192,0,225232,225232
E,40  Chase The Money,1,0,195,0,225173,225173
5 Seconds of Summer ,Money,2,0,99,0,134967,225150
Wiz Khalifa ,The Thrill,1,0,199,0,225034,225034
Jeremy Zucker ,comethru (bonus track),1,0,178,0,224970,224970
Silk City ,New Love,1,0,196,0,224938,224938
D'Angelo ,Till It's Done (Tutu),3,0,124,0,85972,224810
VIC MENSA ,16 Shots,1,0,149,0,224809,224809
NAV ,What I Need / Daheala Outro,1,0,198,0,224799,224799
Cage The Elephant ,Night Running,1,0,191,0,224737,224737
blackbear ,top priority,1,0,167,0,224615,224615
Lil Durk ,Like Me,3,0,180,0,80848,224497
Rod Wave ,No Weakness,1,0,196,0,224340,224340
Alesso ,Midnight,1,0,169,0,224303,224303
Rich The Kid ,Gargoyle,1,0,175,0,224111,224111
Sebastian Yatra ,Runaway,1,0,196,0,224054,224054
Majid Jordan ,Stars Align,1,0,194,0,224036,224036
Gryffin ,I Want Love,1,0,198,0,223923,223923
D Smoke ,Let Go,1,0,153,0,223661,223661
Tyler Childers ,Long Violent History,1,0,188,0,223589,223589
Sech ,La Luz,1,0,196,0,223577,223577
Anuel AA ,Somo o No Somos,1,0,198,0,223432,223432
Jordan Davis ,Almost Maybes,1,0,182,0,223418,223418
The Five Stairsteps ,Ooh Child,1,0,155,0,223382,223382
YoungBoy Never Broke Again ,Fire Stars,1,0,173,0,223279,223279
John Mayer ,In the Blood,1,0,152,0,223169,223169
Beyoncé ,NILE,1,0,199,0,223056,223056
Nicki Minaj ,Come See About Me,1,0,183,0,223009,223009
YoungBoy Never Broke Again ,House Arrest Tingz,1,0,194,0,222974,222974
Green Day ,Bang Bang,1,0,98,0,222813,222813
Louis The Child ,So What,1,0,195,0,222627,222627
Sam Smith ,I've Told You Now,3,0,133,0,80989,222562
NAV ,Nasty,1,0,199,0,222549,222549
Fall Out Boy ,Favorite Record,3,0,115,0,81216,222436
5 Seconds of Summer ,Talk Fast,1,0,187,0,222384,222384
blackbear ,up in this,1,0,152,0,222339,222339
Major Lazer ,My Number,1,0,119,0,222289,222289
Lost Kings ,First Love,1,0,152,0,222281,222281
Lil Pump ,Foreign,1,0,171,0,222020,222020
Daddy Yankee ,Que Tire Pa Lante,1,0,173,0,221988,221988
Pop Smoke ,Showin Off Pt.2,1,0,174,0,221961,221961
Childish Gambino ,39.28,1,0,168,0,221937,221937
Linkin Park ,Invisible,1,0,168,0,221860,221860
Huddy ,All the Things I Hate About You,1,0,199,0,221778,221778
Cordae ,The Parables,1,0,200,0,221728,221728
YoungBoy Never Broke Again ,Overdose,1,0,195,0,221704,221704
T,Pain  Wake Up Dead,1,0,174,0,221608,221608
Sam Smith ,Life Support,3,0,136,0,79418,221414
A$AP Mob ,Get The Bag,1,0,168,0,221410,221410
Lil Tecca ,CAUTION,1,0,195,0,221397,221397
YoungBoy Never Broke Again ,Reaper's Child,1,0,197,0,220993,220993
Dean Lewis ,7 Minutes,1,0,192,0,220967,220967
Usher ,Bad Habits,1,0,198,0,220820,220820
Macklemore & Ryan Lewis ,Can't Hold Us,1,0,132,0,220602,220602
Louis The Child ,Big Love,1,0,196,0,220561,220561
Kodak Black ,I Wish,1,0,192,0,220316,220316
Yo Gotti ,Pose,1,0,169,0,220204,220204
Tate McRae ,lie to me,1,0,191,0,220155,220155
Mac Miller ,Nike's on My Feet,1,0,190,0,220097,220097
Joji ,Will He,1,0,172,0,219860,219860
TOMORROW X TOGETHER ,AntiRomantic,1,0,158,0,219824,219824
Gucci Mane ,Dickriders,1,0,193,0,219806,219806
blackbear ,hell is where i dreamt of u and woke up alone,1,0,149,0,219769,219769
David Bowie ,China Girl  2002 Remastered Version,2,0,139,0,121747,219547
Gorillaz ,The Apprentice,1,0,165,0,219537,219537
YoungBoy Never Broke Again ,I Choose You,1,0,178,0,219530,219530
Luke Bryan ,Way Way Back,2,0,95,0,124189,219430
Kodak Black ,Remember The Times,1,0,175,0,218975,218975
Tyga ,Mrs. Bubblegum,1,0,199,0,218891,218891
Belly ,4 Days,1,0,181,0,218772,218772
Meek Mill ,That's My N****,1,0,195,0,218726,218726
Snow Patrol ,Chasing Cars,2,0,141,0,150108,218648
Francis and the Lights ,Just for Us,1,0,146,0,218632,218632
Ellie Nelson ,what you never knew,1,0,183,0,218459,218459
Doja Cat ,Rules,1,0,182,0,218402,218402
Foo Fighters ,Run,1,0,144,0,218218,218218
Logic ,Pretty Young Girl,1,0,189,0,218197,218197
Paulo Londra ,Adan y Eva,1,0,191,0,218187,218187
Ryan Adams ,All You Had to Do Was Stay,2,0,121,0,114046,218063
Beck ,Up All Night,1,0,161,0,218038,218038
WALK THE MOON ,One Foot,1,0,162,0,217921,217921
Melanie Martinez ,Orange Juice,1,0,195,0,217879,217879
Kacey Musgraves ,Space Cowboy,1,0,193,0,217799,217799
Ty Dolla $ign ,Freak,1,0,200,0,217637,217637
Soundgarden ,The Day I Tried To Live,1,0,142,0,217549,217549
Marshmello ,Down,1,0,196,0,217353,217353
The Beatles ,Penny Lane  Remastered 2009,2,0,168,0,131087,217246
X Ambassadors ,Ahead Of Myself,1,0,173,0,216781,216781
Logic ,White People  Scene,2,0,159,0,121276,216531
Fiona Apple ,Rack of His,1,0,193,0,216462,216462
Young Thug ,Up,1,0,185,0,216386,216386
5 Seconds of Summer ,Moving Along,1,0,190,0,216356,216356
Lil Yachty ,Dirty Mouth,1,0,173,0,216319,216319
Majid Jordan ,Gave Your Love Away,1,0,164,0,216310,216310
Miley Cyrus ,Week Without You,1,0,171,0,216198,216198
Wiz Khalifa ,Bammer,1,0,176,0,216182,216182
6ix9ine ,MOOKY,1,0,179,0,216181,216181
MF DOOM ,Rhymes Like Dimes,1,0,191,0,216148,216148
Lil Xan ,Moonlight,1,0,172,0,216065,216065
JID ,Slick Talk,1,0,188,0,216057,216057
OneRepublic ,Lift Me Up  Michael Brun Remix,1,0,145,0,216012,216012
Coldplay ,Fun,2,0,163,0,116308,215964
BANKS ,Better,2,0,143,0,114658,215877
Travis Scott ,Piss On Your Grave,2,0,117,0,128822,215810
Baby Tate ,I Am,1,0,186,0,215575,215575
Robin Thicke ,Blurred Lines,4,0,172,0,70116,215521
Chris Jedi ,Ahora Dice  Real Hasta La Muerte Remix,1,0,185,0,215496,215496
The Jackson 5 ,ABC,2,0,186,0,148380,215423
VIC MENSA ,Reverse (Ft. GEazy),1,0,198,0,215385,215385
Tory Lanez ,I Sip,1,0,165,0,215233,215233
Bo Burnham ,Bezos II,1,0,197,0,215220,215220
NF ,10 Feet Down,1,0,180,0,215199,215199
The Strumbellas ,Spirits,2,0,185,0,114073,215135
Migos ,"My Family  from ""The Addams Family""",1,0,170,0,215102,215102
The Strokes ,At The Door,1,0,178,0,215098,215098
Chris Young ,At the End of a Bar,1,0,199,0,215065,215065
The Killers ,Run For Cover,1,0,130,0,214874,214874
Halsey ,Alone (Feat. Big Sean & Stefflon Don),1,0,192,0,214867,214867
Future ,Tic Tac,1,0,175,0,214675,214675
T,Pain  Textin' My Ex,1,0,165,0,214450,214450
Bebe Rexha ,Ferrari,1,0,189,0,214446,214446
Joey Bada$$ ,SUPER PREDATOR,1,0,161,0,214307,214307
Jimmy Buffett ,Margaritaville,1,0,184,0,214227,214227
Soundgarden ,Rusty Cage,1,0,147,0,214197,214197
Of Monsters and Men ,Wolves Without Teeth,2,0,77,0,132549,214113
Nebu Kiniza ,Can't Deny,1,0,178,0,214098,214098
Chris Brown ,Only 4 Me,1,0,177,0,213998,213998
Vance Joy ,Saturday Sun,1,0,182,0,213905,213905
TOMORROW X TOGETHER ,0X1=LOVESONG (I Know I Love you),1,0,173,0,213864,213864
Kelly Clarkson ,Christmas Eve  Recorded at Spotify Studios NYC,1,0,184,0,213432,213432
Young Thug ,Liger,1,0,170,0,213185,213185
Soft Cell ,Tainted Love,1,0,174,0,212994,212994
Future ,Heart In Pieces,1,0,183,0,212905,212905
Britney Spears ,...Baby One More Time,2,0,165,0,129901,212135
Rich Brian ,Crisis,1,0,170,0,211810,211810
Gorillaz ,Aries,1,0,184,0,211580,211580
Leslie Odom Jr. ,Guns and Ships,1,0,197,0,211525,211525
CHVRCHES ,Clearest Blue,2,0,131,0,111195,211276
Donyay ,Not At All,1,0,177,0,211238,211238
Lil Uzi Vert ,GLOCK IN MY PURSE,1,0,186,0,211114,211114
A$AP Mob ,Black Card,1,0,177,0,210981,210981
Linkin Park ,Don't Stay,1,0,181,0,210971,210971
Fall Out Boy ,Twin Skeleton's (Hotel In NYC),3,0,127,0,76701,210941
Chris Cornell ,The Promise,1,0,151,0,210932,210932
Brandon Shinin ,Big Bros,1,0,185,0,210772,210772
James Arthur ,Empty Space,1,0,199,0,210712,210712
Ozuna ,Tu Olor,1,0,189,0,210683,210683
Bazzi ,Why,1,0,196,0,210681,210681
CHVRCHES ,My Enemy,1,0,190,0,210655,210655
MisterWives ,Hurricane,3,0,141,0,73702,210457
Linkin Park ,My December,1,0,182,0,210395,210395
The Strokes ,Why Are Sunday's So Depressing,1,0,188,0,210216,210216
Lil Peep ,Better Off  Dying,1,0,176,0,210121,210121
Tory Lanez ,Adidas,1,0,189,0,210116,210116
MOGUAI ,Hold On,2,0,117,0,114261,210063
Galantis ,True Feeling,1,0,135,0,210034,210034
Bring Me The Horizon ,Follow You,2,0,113,0,122176,209908
Lord Huron ,Ancient Names (Part I),1,0,198,0,209737,209737
Rita Ora ,Only Want You,1,0,200,0,209574,209574
Wiz Khalifa ,Figure It Out,1,0,174,0,209491,209491
Coldplay ,A Head Full of Dreams,2,0,161,0,106675,209486
Joey Bada$$ ,Y U DON'T LOVE ME? (MISS AMERIKKKA),1,0,169,0,209447,209447
Snakehips ,Either Way,1,0,135,0,209400,209400
Thomas Rhett ,When You Look Like That,1,0,166,0,209331,209331
Young Dolph ,Drippy,1,0,182,0,209249,209249
pixelbobby ,Sunset,1,0,200,0,209231,209231
Lady Gaga ,Telephone,1,0,123,0,209089,209089
The Beatles ,Love Me Do  Remastered 2009,2,0,129,0,112213,208950
Whethan ,High (& Dua Lipa),1,0,186,0,208875,208875
Vance Joy ,Take Your Time,1,0,195,0,208582,208582
A,Trak  Believe,1,0,184,0,208471,208471
Jorja Smith ,Be Honest,1,0,197,0,208456,208456
DJ Khaled ,Pull a Caper,1,0,149,0,208425,208425
Brantley Gilbert ,Bottoms Up,3,0,93,0,84317,208376
Gorillaz ,Sex Murder Party,1,0,179,0,208350,208350
MAGIC! ,Rude  Zedd Remix,3,0,182,0,74855,208346
Thomas Rhett ,Drink A Little Beer,1,0,167,0,208332,208332
Bee Gees ,Stayin' Alive,1,0,146,0,208158,208158
Thirty Seconds To Mars ,Love Is Madness,1,0,184,0,207930,207930
Nick Jonas ,Find You,1,0,171,0,207636,207636
Troye Sivan ,for him.,2,0,164,0,113116,207455
Ryan Adams ,I Wish You Would,2,0,137,0,107538,206969
Galantis ,Girls On Boys,1,0,177,0,206875,206875
Bryson Tiller ,Always (Outro),1,0,178,0,206737,206737
Temple Of The Dog ,Hunger Strike,1,0,155,0,206703,206703
Nicole Atkins ,Blue Christmas,2,0,67,0,140965,206676
Gorillaz ,Feel Good Inc,2,0,124,0,127325,206466
The Weeknd ,House Of Balloons / Glass Table Girls,1,0,184,0,206448,206448
Kesha ,Bastards,1,0,142,0,206166,206166
Machine Gun Kelly ,Go For Broke,1,0,176,0,206134,206134
Lana Del Rey ,When The World Was At War We Kept Dancing,1,0,189,0,206050,206050
Niall Horan ,Flicker,1,0,187,0,206042,206042
Kelsea Ballerini ,End of the World,1,0,192,0,205964,205964
Jordan Davis ,Slow Dance In A Parking Lot,1,0,195,0,205925,205925
Seaside Resort ,Seaside Resort,1,0,180,0,205159,205159
Childish Gambino ,47.48,1,0,195,0,205026,205026
Hudson Thames ,How I Want Ya,2,0,144,0,105089,204901
Mike WiLL Made,It  On The Come Up,1,0,147,0,204571,204571
R3HAB ,The Wave,1,0,197,0,204249,204249
AJR ,Burn the House Down,1,0,199,0,203986,203986
Ed Sheeran ,Shape of You  Galantis Remix,1,0,147,0,203894,203894
Slicktor Victor ,Kings & Queens,1,0,170,0,203833,203833
Stevie Nicks ,Edge of Seventeen  2016 Remaster,1,0,199,0,203762,203762
Christina Perri ,A Thousand Years,1,0,151,0,203729,203729
The Beatles ,Help!  Remastered 2009,2,0,122,0,114478,203659
Kaash Paige ,Love Songs  Bonus,1,0,199,0,203656,203656
DJ Diddy ,Monopoly,1,0,185,0,203457,203457
Lil Yachty ,DN Freestyle,1,0,185,0,203395,203395
The Chainsmokers ,Closer  Shaun Frank Remix,1,0,109,0,203148,203148
Zara Larsson ,So Good,1,0,144,0,203074,203074
Migos ,TShirt (Spotify Mix)  Recorded at Spotify Studios NYC,1,0,149,0,203015,203015
Joseph Yap ,Lucid Dreams,1,0,187,0,202894,202894
Noah Schnacky ,Hello Beautiful,1,0,197,0,202775,202775
A$AP Mob ,BYF,1,0,186,0,202681,202681
DJ Khaled ,(Intro) I'm so Grateful,1,0,157,0,202417,202417
T,Pain  Buy U a Drank (Shawty Snappin'),1,0,178,0,202387,202387
She & Him ,The Christmas Waltz,2,0,136,0,133777,202319
DJDS ,Why Don't You Come On,1,0,183,0,202109,202109
Pentatonix ,Sleigh Ride,3,0,158,0,76603,201895
FLETCHER ,War Paint (Young Bombs Remix),2,0,167,0,102526,201778
DJ Khaled ,Good Man,1,0,160,0,201641,201641
Metallica ,Hardwired,1,0,104,0,201546,201546
blackbear ,gucci linen,1,0,187,0,201479,201479
G,Eazy  Some Kind Of Drug  Earwulf Remix,1,0,116,0,201429,201429
A$AP Mob ,FYBR (First Year Being Rich),1,0,189,0,201300,201300
Kygo ,Fragile,2,0,168,0,107987,201225
Paramore ,Fake Happy,1,0,181,0,201017,201017
Carlie Hanson ,Only One,1,0,195,0,200958,200958
at Wendys ,Twitter Fingers,1,0,176,0,200679,200679
Soundgarden ,Outshined,1,0,159,0,200229,200229
Joey Bada$$ ,Paper Trail$,3,0,143,0,69455,199913
alt,J  Deadcrush,1,0,166,0,199521,199521
BØRNS ,God Save Our Young Blood,1,0,172,0,199295,199295
Tory Lanez ,Hate To Say,1,0,179,0,199065,199065
Blvckengineer ,How They Move,1,0,167,0,198767,198767
James Blunt ,You're Beautiful,2,0,154,0,125598,198737
Young Thug ,Tomorrow Til Infinity,1,0,170,0,198545,198545
LANCO ,Born to Love You,1,0,198,0,198508,198508
A Boogie Wit da Hoodie ,Unhappy,1,0,193,0,198392,198392
Calum Scott ,You Are The Reason,1,0,196,0,198073,198073
Meek Mill ,Heavy Heart,1,0,198,0,197641,197641
Wiz Khalifa ,Weed Farm,1,0,194,0,197458,197458
Farruko ,Krippy Kush  Remix,1,0,161,0,197352,197352
The All,American Rejects  Sweat,1,0,155,0,197269,197269
NAV ,Both Sides,1,0,157,0,197220,197220
Miley Cyrus ,Rainbowland,1,0,196,0,196788,196788
Bradley Cooper ,Maybe It's Time,1,0,196,0,196709,196709
Blvckengineer ,In Tune,1,0,175,0,196227,196227
Carly Rae Jepsen ,Cut To The Feeling,1,0,196,0,195483,195483
Mariah Carey ,Infinity,2,0,107,0,100747,195349
Bebe Rexha ,(Not) The One,1,0,153,0,195340,195340
Jason French ,You Just Want My Money,3,0,144,0,75261,194991
Kygo ,Never Let You Go,1,0,191,0,194867,194867
Bebe Rexha ,That's It,1,0,149,0,194798,194798
Sofi Tukker ,Best Friend,1,0,187,0,194761,194761
Dexys Midnight Runners ,Come On Eileen,1,0,156,0,194508,194508
Miley Cyrus ,Bad Mood,1,0,199,0,194345,194345
Trey Songz ,Come Over,1,0,175,0,194268,194268
Kid Cudi ,Releaser,1,0,162,0,194263,194263
Kiiara ,Wishlist,1,0,193,0,194082,194082
Thomas Rhett ,Sweetheart,1,0,189,0,194062,194062
Miguel ,face the sun,2,0,107,0,117255,194009
Taylor Swift ,Out Of The Woods,1,0,178,0,193688,193688
Taylor Swift ,Love Story  US Album Version,1,0,179,0,193521,193521
Blueface ,Thotiana (REMIX feat. YG),1,0,199,0,193326,193326
Prxxy ,Blood Moon,1,0,189,0,193097,193097
DNCE ,Kissing Strangers,1,0,187,0,193053,193053
Stevie Nicks ,Stop Draggin' My Heart Around,1,0,194,0,192684,192684
Bhad Bhabie ,Hi Bich,1,0,196,0,192643,192643
Axwell /\ Ingrosso ,I Love You,1,0,158,0,192635,192635
Lady Gaga ,Just Dance,1,0,136,0,192331,192331
Francis and the Lights ,May I Have This Dance (Remix),1,0,174,0,192041,192041
Hazers ,Changes,1,0,153,0,191964,191964
Audioslave ,Cochise,1,0,174,0,191917,191917
Alesso ,Is That For Me,1,0,196,0,191911,191911
Katy Perry ,Teenage Dream,2,0,59,0,117150,191875
Blake Shelton ,I'll Name the Dogs,1,0,192,0,191450,191450
Selena Gomez ,Body Heat,2,0,150,0,107580,190902
Thomas Rhett ,Smooth Like The Summer,1,0,195,0,190755,190755
Beck ,Unforgiven,2,0,103,0,99572,190595
Nathaniel Rateliff & The Night Sweats ,S.O.B.,2,0,134,0,101938,190374
PnB Rock ,Issues,1,0,198,0,190114,190114
Mike Posner ,Be As You Are  JordanXL Remix,1,0,109,0,189990,189990
CHVRCHES ,Never Ending Circles,2,0,116,0,110575,189913
Joey Bada$$ ,BABYLON,1,0,195,0,189272,189272
Florence + The Machine ,Ship To Wreck,2,0,146,0,97106,189258
Foster The People ,Sit Next to Me,1,0,163,0,189016,189016
RAC ,Back of the Car,2,0,121,0,103137,188939
Life of Dillon ,Sex for Breakfast,1,0,153,0,188319,188319
Gucci Mane ,Bling Blaww Burr,1,0,120,0,188167,188167
Taylor Swift ,Welcome To New York,1,0,189,0,188111,188111
DJ Snake ,Talk,1,0,117,0,187482,187482
Vanessa Carlton ,A Thousand Miles,2,0,181,0,122299,187404
Nelly ,Ride Wit Me,2,0,128,0,103004,187303
DJ Khaled ,That Range Rover Came With Steps,1,0,183,0,187244,187244
Train ,Drops of Jupiter,2,0,177,0,129401,187042
Calvin Harris ,Pray to God,3,0,121,0,68166,187038
DJ Khaled ,Whatever,1,0,185,0,186905,186905
Destiny's Child ,8 Days of Christmas  Live,1,0,155,0,186816,186816
Missy Elliott ,Lose Control,2,0,73,0,101130,186777
Trouble ,Come Thru,1,0,200,0,186686,186686
Soleima ,Low Life,1,0,196,0,186533,186533
Halsey ,Hopeless,1,0,187,0,186486,186486
Red Hot Chili Peppers ,Goodbye Angels,1,0,112,0,186187,186187
Becky G ,Break a Sweat,2,0,167,0,98646,185868
Lil Wayne ,In This House,1,0,199,0,185481,185481
Cashmere Cat ,Love Incredible,1,0,192,0,185281,185281
Tove Styrke ,Mistakes,1,0,200,0,185163,185163
The Game ,Don't Trip,2,0,182,0,96764,184783
Alicia Keys ,Blended Family (What You Do For Love),1,0,116,0,184751,184751
John Mayer ,Emoji of a Wave,1,0,195,0,184660,184660
Taylor Swift ,I Knew You Were Trouble,1,0,196,0,184439,184439
Ben Howard ,Only Love,1,0,188,0,184436,184436
Dua Lipa ,Blow Your Mind (Mwah),1,0,118,0,184355,184355
Desiigner ,Liife,1,0,178,0,184284,184284
Yellow Claw ,Good Day,1,0,196,0,184274,184274
Paul Simon ,You Can Call Me Al,1,0,125,0,183728,183728
Foals ,What Went Down,2,0,114,0,108301,183519
Kid Cudi ,All In,1,0,172,0,182659,182659
Coldplay ,A L I E N S,1,0,178,0,182656,182656
Ryan Adams ,How You Get The Girl,2,0,163,0,96250,182613
Robin Schulz ,OK,1,0,191,0,182154,182154
John Mayer ,Still Feel Like Your Man,1,0,199,0,182028,182028
Echosmith ,Goodbye,1,0,177,0,181913,181913
Travis Scott ,Pornography,2,0,163,0,101165,181662
Kygo ,For What It's Worth,1,0,121,0,181618,181618
Afrojack ,Gone,1,0,125,0,181536,181536
Ludacris ,Rollout (My Business),2,0,168,0,93867,181528
Weezer ,Feels Like Summer,1,0,173,0,181269,181269
ZHU ,Hometown Girl,1,0,121,0,181022,181022
Mike Posner ,In The Arms Of A Stranger  Grey Remix,1,0,196,0,180862,180862
Ella Fitzgerald ,Let It Snow! Let It Snow! Let It Snow!,1,0,165,0,180691,180691
A$AP Ferg ,Trap And A Dream,1,0,170,0,180202,180202
Years & Years ,Desire  Gryffin Remix,2,0,197,0,93663,180162
A Boogie Wit da Hoodie ,No Promises,1,0,190,0,179463,179463
Lady Gaga ,Born This Way,1,0,150,0,179416,179416
Sevyn Streeter ,How Bad Do You Want It (Oh Yeah),2,0,134,0,96996,179016
Harry Simeone Chorale ,The Little Drummer Boy,2,0,104,0,103683,178862
Britney Spears ,Slumber Party,1,0,121,0,178856,178856
Imagine Dragons ,Dancing In The Dark,1,0,199,0,178668,178668
The xx ,Lips,1,0,168,0,178386,178386
Tiësto ,On My Way,1,0,169,0,178376,178376
R3HAB ,Killing Time,1,0,173,0,178188,178188
The Beatles ,In My Life  Remastered,2,0,173,0,95304,178008
Mike Perry ,Inside the Lines,1,0,126,0,177908,177908
Zac Brown Band ,Heavy Is the Head,2,0,108,0,100339,177646
Redbone ,Come and Get Your Love  Single Edit,1,0,187,0,177297,177297
Stargate ,Waterfall,1,0,196,0,176996,176996
A R I Z O N A ,Cross My Mind Pt. 2,1,0,178,0,176869,176869
Bleachers ,Don't Take The Money,1,0,199,0,176723,176723
BTS ,Outro: Her,1,0,193,0,176630,176630
Bee Gees ,Stayin' Alive  2007 Remastered Version Saturday Night Fever,1,0,136,0,176536,176536
OneRepublic ,Future Looks Good,1,0,127,0,176410,176410
Michael Jackson ,P.Y.T. (Pretty Young Thing),1,0,137,0,176306,176306
John Legend ,What You Do to Me,1,0,155,0,176167,176167
Beyoncé ,Pretty Hurts,3,0,173,0,62522,175826
